FID,WSA_AGIDF,SUM_GU_POP,COUNT_POLY,STATE_ABBR,STATE_FIPS,STATE_NM,SUM_SQKM,HUC2,HUC2_NM,WSA_NAME,OID_1,WSA_AGIDF1,TOT_WD_MGD,WD_YEAR,IN_SWUDS,x_centroid,y_centroid
10260,NH1911010,1576.000000000000000,1,NH,33,New Hampshire,4.145176800960000,01,New England Region,PITTSFIELD AQUEDUCT,30690,NH1911010,0.180000000000000,2010.0000000,Y,1969290.0000000,2513270.0000000
10261,NH1921010,205.000000000000000,1,NH,33,New Hampshire,1.496482723070000,01,New England Region,PLAINFIELD VILLAGE WATER DIST,0, ,0.000000000000000,0.0000000, ,1883090.0000000,2517950.0000000
10262,NH1941010,4456.000000000000000,1,NH,33,New Hampshire,9.629572651960000,01,New England Region,PLYMOUTH VIL WATER AND SEWER,30696,NH1941010,0.485800000000000,2010.0000000,Y,1928810.0000000,2553700.0000000
10263,NH1951010,33217.000000000000000,6,ME,23,Maine,92.279905486800004,01,New England Region,PORTSMOUTH WATER WORKS,30697,NH1951010,3.470354000000000,2010.0000000,Y,2021400.0000000,2500780.0000000
10264,NH1971010,2855.000000000000000,1,NH,33,New Hampshire,12.413115706699999,01,New England Region,RAYMOND WATER DEPT,30698,NH1971010,0.280000000000000,2010.0000000,Y,1989420.0000000,2487900.0000000
10265,NH2001010,29752.000000000000000,1,NH,33,New Hampshire,117.684434340999999,01,New England Region,ROCHESTER WATER DEPT,30703,NH2001010,1.960000000000000,2010.0000000,Y,1996790.0000000,2520800.0000000
10266,NH2151010,11766.000000000000000,1,NH,33,New Hampshire,25.891813780200000,01,New England Region,SOMERSWORTH WATER WORKS,30712,NH2151010,1.350000000000000,2010.0000000,Y,2005660.0000000,2517590.0000000
10267,NH2301020,1308.000000000000000,1,NH,33,New Hampshire,6.726643789150000,01,New England Region,WEST SWANZEY WATER,30717,NH2301020,0.036700000000000,2010.0000000,Y,1903910.0000000,2446580.0000000
10268,NH2351010,3075.000000000000000,1,NH,33,New Hampshire,7.605412672740000,01,New England Region,TILTON NORTHFIELD WATER DIST,30721,NH2351010,0.413300000000000,2010.0000000,Y,1944700.0000000,2523120.0000000
10269,NH2361010,1221.000000000000000,1,NH,33,New Hampshire,3.304207406780000,01,New England Region,TROY WATER WORKS,30722,NH2361010,0.078400000000000,2010.0000000,Y,1916030.0000000,2444470.0000000
10270,NH2391010,1056.000000000000000,1,NH,33,New Hampshire,4.110262467480000,01,New England Region,SANBORNVILLE WATER DEPT,30725,NH2391010,0.099500000000000,2010.0000000,Y,1985580.0000000,2546730.0000000
10271,NH2401010,605.000000000000000,1,NH,33,New Hampshire,3.179755994830000,01,New England Region,WALPOLE WATER DEPT,30726,NH2401010,0.158700000000000,2010.0000000,Y,1890160.0000000,2467300.0000000
10272,NH2401020,828.000000000000000,1,NH,33,New Hampshire,1.782669261570000,01,New England Region,N WALPOLE VILLAGE DISTRICT/LOW,30727,NH2401020,0.070600000000000,2010.0000000,Y,1886510.0000000,2474230.0000000
10273,NH2411010,444.000000000000000,1,NH,33,New Hampshire,2.073936607740000,01,New England Region,WARNER VILLAGE WATER DIST,30728,NH2411010,0.070600000000000,2010.0000000,Y,1931380.0000000,2501510.0000000
10274,NH2501010,1142.000000000000000,1,NH,33,New Hampshire,3.403933055660000,01,New England Region,WHITEFIELD WATER,30733,NH2501010,0.198800000000000,2010.0000000,Y,1917250.0000000,2623070.0000000
10275,NH2521010,1163.000000000000000,1,NH,33,New Hampshire,5.462177603940000,01,New England Region,WILTON WATER WORKS,30734,NH2521010,0.166000000000000,2010.0000000,Y,1950600.0000000,2455840.0000000
10276,NH2531010,1733.000000000000000,1,NH,33,New Hampshire,7.734105478640000,01,New England Region,WINCHESTER WATER DEPT,30735,NH2531010,0.433800000000000,2010.0000000,Y,1901580.0000000,2435360.0000000
10277,NH2561010,2838.000000000000000,1,NH,33,New Hampshire,18.457778791100001,01,New England Region,WOLFEBORO WATER AND SEWER,30744,NH2561010,0.560000000000000,2010.0000000,Y,1970550.0000000,2547190.0000000
10278,NJ0102001,114080.000000000000000,11,NJ,34,New Jersey,303.335986314000024,02,Mid Atlantic Region,ATLANTIC CITY MUA,30746,NJ0102001,12.506695000000001,2010.0000000,Y,1808370.0000000,2024910.0000000
10279,NJ0103001,9450.000000000000000,1,NJ,34,New Jersey,27.778313996400001,02,Mid Atlantic Region,BRIGANTINE WATER DEPARTMENT,30753,NJ0103001,1.903751000000000,2010.0000000,Y,1828900.0000000,2030160.0000000
10280,NJ0104003,4603.000000000000000,1,NJ,34,New Jersey,21.220887760400000,02,Mid Atlantic Region,BUENA BOROUGH MUA,30760,NJ0104003,0.525827000000000,2010.0000000,Y,1778970.0000000,2032050.0000000
10281,NJ0105001,0.000000000000000,1,NJ,34,New Jersey,0.037872278040000,02,Mid Atlantic Region,BUENA FAMILY MANOR MOBILE H P,0, ,0.000000000000000,0.0000000, ,1782630.0000000,2036230.0000000
10282,NJ0105002,0.000000000000000,1,NJ,34,New Jersey,0.079001780980000,02,Mid Atlantic Region,ALPINE VILLAGE MOBILE H P,30767,NJ0105002,0.007811000000000,2010.0000000,Y,1785500.0000000,2025980.0000000
10283,NJ0107001,4243.000000000000000,1,NJ,34,New Jersey,29.758829504700000,02,Mid Atlantic Region,EGG HARBOR CITY WATER DEPT,30774,NJ0107001,0.357518000000000,2010.0000000,Y,1807190.0000000,2042150.0000000
10284,NJ0108002,0.000000000000000,1,NJ,34,New Jersey,0.074228317240000,02,Mid Atlantic Region,ENGLISH CREEK MANOR M H PARK,30781,NJ0108002,0.024164000000000,2010.0000000,Y,1807470.0000000,2023840.0000000
10285,NJ0108003,0.000000000000000,1,NJ,34,New Jersey,0.268327716640000,02,Mid Atlantic Region,TILTON TERRACE MH,30788,NJ0108003,0.039740000000000,2010.0000000,Y,1812160.0000000,2027980.0000000
10286,NJ0108004,0.000000000000000,1,NJ,34,New Jersey,0.037547667540000,02,Mid Atlantic Region,NORMS DALE MOBILE HOME PARK,30795,NJ0108004,0.022628000000000,2010.0000000,Y,1808080.0000000,2022090.0000000
10287,NJ0108005,0.000000000000000,1,NJ,34,New Jersey,0.008542172380000,02,Mid Atlantic Region,SEAVIEW  HARBOR WATER COMPANY,30802,NJ0108005,0.018858000000000,2010.0000000,Y,1818250.0000000,2016410.0000000
10288,NJ0108006,0.000000000000000,1,NJ,34,New Jersey,0.077585273430000,02,Mid Atlantic Region,TOWER MOBILE HOMES,0, ,0.000000000000000,0.0000000, ,1808050.0000000,2028230.0000000
10289,NJ0108009,0.000000000000000,1,NJ,34,New Jersey,0.157423688500000,02,Mid Atlantic Region,STONEY FIELD MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1805510.0000000,2023440.0000000
10290,NJ0108013,0.000000000000000,1,NJ,34,New Jersey,0.022396168980000,02,Mid Atlantic Region,TOWER 1999 MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1808210.0000000,2028110.0000000
10291,NJ0108014,0.000000000000000,1,NJ,34,New Jersey,0.032237052310000,02,Mid Atlantic Region,TOWER EAST MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1810380.0000000,2027720.0000000
10292,NJ0108019,0.000000000000000,1,NJ,34,New Jersey,0.168008265450000,02,Mid Atlantic Region,OAK FOREST MOBILE HOME PARK,30809,NJ0108019,0.038712000000000,2010.0000000,Y,1807920.0000000,2021770.0000000
10293,NJ0108023,0.000000000000000,1,NJ,34,New Jersey,0.091982112910000,02,Mid Atlantic Region,EGG HARBOR RIVER RESORT,0, ,0.000000000000000,0.0000000, ,1803630.0000000,2017790.0000000
10294,NJ0108303,0.000000000000000,1,NJ,34,New Jersey,0.047130925350000,02,Mid Atlantic Region,BAY BREEZE VILLAGE,0, ,0.000000000000000,0.0000000, ,1809900.0000000,2014940.0000000
10295,NJ0111004,0.000000000000000,1,NJ,34,New Jersey,0.017114741020000,02,Mid Atlantic Region,POMONA MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1810360.0000000,2032860.0000000
10296,NJ0111006,0.000000000000000,1,NJ,34,New Jersey,0.037930529200000,02,Mid Atlantic Region,SHADY PINES CAMPING RESORT,0, ,0.000000000000000,0.0000000, ,1816810.0000000,2033010.0000000
10297,NJ0111007,0.000000000000000,1,NJ,34,New Jersey,0.218313084570000,02,Mid Atlantic Region,SWAN LAKE RESORT,0, ,0.000000000000000,0.0000000, ,1815300.0000000,2037580.0000000
10298,NJ0112001,0.000000000000000,1,NJ,34,New Jersey,0.346891052380000,02,Mid Atlantic Region,HAMILTON TOWNSHIP MUA,30816,NJ0112001,2.230374000000000,2010.0000000,Y,1798560.0000000,2026000.0000000
10299,NJ0112002,0.000000000000000,1,NJ,34,New Jersey,0.018590967390000,02,Mid Atlantic Region,BLACK HORSE MANOR,0, ,0.000000000000000,0.0000000, ,1809660.0000000,2027910.0000000
10300,NJ0113001,19819.000000000000000,4,NJ,34,New Jersey,139.138983897999992,02,Mid Atlantic Region,HAMMONTON WATER DEPT,30823,NJ0113001,1.626746000000000,2010.0000000,Y,1789970.0000000,2047670.0000000
10301,NJ0115001,895.000000000000000,1,NJ,34,New Jersey,1.572045194990000,02,Mid Atlantic Region,LONGPORT WATER DEPARTMENT,30830,NJ0115001,0.300696000000000,2010.0000000,Y,1818940.0000000,2016390.0000000
10302,NJ0116001,6354.000000000000000,1,NJ,34,New Jersey,4.225985387050000,02,Mid Atlantic Region,MARGATE CITY WATER DEPARTMENT,30837,NJ0116001,1.514627000000000,2010.0000000,Y,1820190.0000000,2018680.0000000
10303,NJ0117001,0.000000000000000,1,NJ,34,New Jersey,0.070876095080000,02,Mid Atlantic Region,MULLICA WOODS MOBILE HOME PARK,30844,NJ0117001,0.016737000000000,2010.0000000,Y,1803070.0000000,2039940.0000000
10304,NJ0119001,0.000000000000000,1,NJ,34,New Jersey,0.061285520970000,02,Mid Atlantic Region,DELILAH TERRACE MHP,30851,NJ0119001,0.016159000000000,2010.0000000,Y,1812250.0000000,2028150.0000000
10305,NJ0122001,10650.000000000000000,1,NJ,34,New Jersey,6.517407500530000,02,Mid Atlantic Region,VENTNOR CITY WATER & SEWER UTILITY,30865,NJ0122001,1.944603000000000,2010.0000000,Y,1821570.0000000,2020670.0000000
10306,NJ0123002,0.000000000000000,1,NJ,34,New Jersey,0.630241755760000,02,Mid Atlantic Region,THE OAKS OF WEYMOUTH WATER CO.,30872,NJ0123002,0.076242000000000,2010.0000000,Y,1796760.0000000,2024860.0000000
10307,NJ0201001,6505.000000000000000,1,NJ,34,New Jersey,8.083758853110000,02,Mid Atlantic Region,ALLENDALE WATER DEPT,30879,NJ0201001,0.606921000000000,2010.0000000,Y,1807720.0000000,2211640.0000000
10308,NJ0217001,32457.000000000000000,1,NJ,34,New Jersey,13.529801785900000,02,Mid Atlantic Region,FAIR LAWN WATER DEPT,30886,NJ0217001,2.012655000000000,2010.0000000,Y,1811510.0000000,2201430.0000000
10309,NJ0220001,10590.000000000000000,1,NJ,34,New Jersey,25.597465459700000,02,Mid Atlantic Region,UNITED WATER NJ FRANKLIN LAKES,30893,NJ0220001,0.247627000000000,2010.0000000,Y,1802290.0000000,2207710.0000000
10310,NJ0221001,30487.000000000000000,1,NJ,34,New Jersey,5.676733168030000,02,Mid Atlantic Region,GARFIELD WATER DEPARTMENT,30900,NJ0221001,1.507102000000000,2010.0000000,Y,1813560.0000000,2195250.0000000
10311,NJ0228001,4078.000000000000000,1,NJ,34,New Jersey,4.534251669420000,02,Mid Atlantic Region,HO HO KUS WATER DEPT,30907,NJ0228001,0.717324000000000,2010.0000000,Y,1811440.0000000,2208690.0000000
10312,NJ0233005,0.000000000000000,1,NJ,34,New Jersey,0.062018675220000,02,Mid Atlantic Region,BOGERTS RANCH ESTATES IN,0, ,0.000000000000000,0.0000000, ,1803980.0000000,2210940.0000000
10313,NJ0238001,624740.000000000000000,47,NJ,34,New Jersey,401.006400869000004,02,Mid Atlantic Region,UNITED WATER NJ,30921,NJ0238001,89.799443999999994,2010.0000000,Y,1819010.0000000,2200290.0000000
10314,NJ0242001,12754.000000000000000,1,NJ,34,New Jersey,22.859431107799999,02,Mid Atlantic Region,OAKLAND WATER DEPT,30928,NJ0242001,1.425751000000000,2010.0000000,Y,1799230.0000000,2209110.0000000
10315,NJ0247001,14375.000000000000000,2,NJ,34,New Jersey,16.005059577099999,02,Mid Atlantic Region,PARK RIDGE WATER DEPT,30935,NJ0247001,2.167971000000000,2010.0000000,Y,1814350.0000000,2212760.0000000
10316,NJ0248001,14473.000000000000000,1,NJ,34,New Jersey,14.544775345800000,02,Mid Atlantic Region,RAMSEY WATER DEPT,30942,NJ0248001,1.077340000000000,2010.0000000,Y,1806240.0000000,2214230.0000000
10317,NJ0251001,43687.000000000000000,3,NJ,34,New Jersey,43.380055579500002,02,Mid Atlantic Region,RIDGEWOOD WATER,30949,NJ0251001,6.940848000000000,2010.0000000,Y,1808570.0000000,2206330.0000000
10318,NJ0264001,9625.000000000000000,1,NJ,34,New Jersey,5.353706492930000,02,Mid Atlantic Region,WALDWICK WATER DEPT,30956,NJ0264001,0.031811000000000,2010.0000000,Y,1809050.0000000,2209620.0000000
10319,NJ0301001,0.000000000000000,1,NJ,34,New Jersey,0.040831099690000,02,Mid Atlantic Region,BUTTONWOOD MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1815610.0000000,2051620.0000000
10320,NJ0303001,4464.000000000000000,2,NJ,34,New Jersey,27.226306296899999,02,Mid Atlantic Region,BORDENTOWN WATER DEPARTM,30963,NJ0303001,2.627586000000000,2010.0000000,Y,1782510.0000000,2103820.0000000
10321,NJ0305001,9920.000000000000000,2,NJ,34,New Jersey,45.257814272799997,02,Mid Atlantic Region,BURLINGTON CITY WATER DE,30970,NJ0305001,1.171521000000000,2010.0000000,Y,1774000.0000000,2093250.0000000
10322,NJ0307002,0.000000000000000,1,NJ,34,New Jersey,0.553184081680000,02,Mid Atlantic Region,ALBERT C WAGNER YOUTH CO,30984,NJ0307002,0.535462000000000,2010.0000000,Y,1785690.0000000,2106090.0000000
10323,NJ0311001,0.000000000000000,1,NJ,34,New Jersey,0.033957442690000,02,Mid Atlantic Region,FENIMORE TRAILER PARK,0, ,0.000000000000000,0.0000000, ,1784860.0000000,2085160.0000000
10324,NJ0311002,0.000000000000000,1,NJ,34,New Jersey,0.013123065240000,02,Mid Atlantic Region,FENIMORE WOODS MHP,0, ,0.000000000000000,0.0000000, ,1784830.0000000,2085360.0000000
10325,NJ0315001,0.000000000000000,1,NJ,34,New Jersey,11.437912712799999,02,Mid Atlantic Region,FLORENCE TWP W DEPT,30998,NJ0315001,1.563022000000000,2010.0000000,Y,1776940.0000000,2098310.0000000
10326,NJ0318002,0.000000000000000,1,NJ,34,New Jersey,1.631301193080000,02,Mid Atlantic Region,NJ AMERICAN WATER - HOMESTEAD,31005,NJ0318002,0.173564000000000,2010.0000000,Y,1781920.0000000,2094530.0000000
10327,NJ0320002,0.000000000000000,1,NJ,34,New Jersey,0.698298048510000,02,Mid Atlantic Region,ESTAUGH CORP T/A MEDFORD LEAS,31026,NJ0320002,0.081364000000000,2010.0000000,Y,1780090.0000000,2076120.0000000
10328,NJ0322001,14217.000000000000000,1,NJ,34,New Jersey,34.377813054699999,02,Mid Atlantic Region,MOORESTOWN WATER DEPT,31033,NJ0322001,2.305369000000000,2010.0000000,Y,1767590.0000000,2080880.0000000
10329,NJ0323001,0.000000000000000,1,NJ,34,New Jersey,44.818347861200003,02,Mid Atlantic Region,NJ AMERICAN WATER - MOUNT HOLLY,31040,NJ0323001,4.438165000000000,2010.0000000,Y,1780840.0000000,2087730.0000000
10330,NJ0324001,0.000000000000000,1,NJ,34,New Jersey,44.481378876500003,02,Mid Atlantic Region,MT LAUREL TWP MUA,31047,NJ0324001,1.965622000000000,2010.0000000,Y,1774460.0000000,2069760.0000000
10331,NJ0325001,22882.000000000000000,3,NJ,34,New Jersey,54.406900585000002,02,Mid Atlantic Region,JBMDL-DIX MAIN SYSTEM,31054,NJ0325001,1.466822000000000,2010.0000000,Y,1796640.0000000,2088890.0000000
10332,NJ0326001,0.000000000000000,1,NJ,34,New Jersey,0.113011493230000,02,Mid Atlantic Region,AQUA NJ CALIFORNIA VILLAGE I,0, ,0.000000000000000,0.0000000, ,1798200.0000000,2097580.0000000
10333,NJ0326003,0.000000000000000,1,NJ,34,New Jersey,0.020661399880000,02,Mid Atlantic Region,HANOVER EAST APARTMENTS,0, ,0.000000000000000,0.0000000, ,1798480.0000000,2097660.0000000
10334,NJ0326004,0.000000000000000,1,NJ,34,New Jersey,0.077366817860000,02,Mid Atlantic Region,HANOVER MOBILE VILLAGE,31068,NJ0326004,0.009485000000000,2010.0000000,Y,1796760.0000000,2098750.0000000
10335,NJ0326005,0.000000000000000,1,NJ,34,New Jersey,0.022790083200000,02,Mid Atlantic Region,CEDAR GROVE APARTMENTS,0, ,0.000000000000000,0.0000000, ,1798100.0000000,2097160.0000000
10336,NJ0326006,3710.000000000000000,1,NJ,34,New Jersey,14.007982875700000,02,Mid Atlantic Region,MCGUIRE AFB,31075,NJ0326006,0.710827000000000,2010.0000000,Y,1795850.0000000,2093370.0000000
10337,NJ0326007,0.000000000000000,1,NJ,34,New Jersey,0.027269730720000,02,Mid Atlantic Region,SOUTHS MOBILE HOME PARK,0, ,0.000000000000000,0.0000000, ,1798110.0000000,2096880.0000000
10338,NJ0326008,0.000000000000000,1,NJ,34,New Jersey,0.144352897470000,02,Mid Atlantic Region,SPARTAN VILLAGE INC,31082,NJ0326008,0.047090000000000,2010.0000000,Y,1793600.0000000,2094330.0000000
10339,NJ0326009,0.000000000000000,1,NJ,34,New Jersey,0.057970967710000,02,Mid Atlantic Region,WAGON WHEEL ESTATES,0, ,0.000000000000000,0.0000000, ,1794810.0000000,2095310.0000000
10340,NJ0326012,0.000000000000000,1,NJ,34,New Jersey,0.024208369620000,02,Mid Atlantic Region,MILLSTREAM NORTH APTS,31089,NJ0326012,0.005047000000000,2010.0000000,Y,1794540.0000000,2095720.0000000
10341,NJ0326013,0.000000000000000,1,NJ,34,New Jersey,0.015267836300000,02,Mid Atlantic Region,MILLSTREAM SOUTH APTS,31096,NJ0326013,0.005400000000000,2010.0000000,Y,1794710.0000000,2095600.0000000
10342,NJ0326014,0.000000000000000,1,NJ,34,New Jersey,0.010997685580000,02,Mid Atlantic Region,FAMILY PARK,0, ,0.000000000000000,0.0000000, ,1797770.0000000,2096730.0000000
10343,NJ0327001,3459.000000000000000,9,NJ,34,New Jersey,463.414513747000001,02,Mid Atlantic Region,NJ AMERICAN WATER - WESTERN,31103,NJ0327001,43.970737999999997,2010.0000000,Y,1765750.0000000,2064890.0000000
10344,NJ0328001,1409.000000000000000,2,NJ,34,New Jersey,2.163566965810000,02,Mid Atlantic Region,PEMBERTON BOROUGH WATER,31110,NJ0328001,0.152089000000000,2010.0000000,Y,1789310.0000000,2085630.0000000
10345,NJ0329001,0.000000000000000,1,NJ,34,New Jersey,3.199638561580000,02,Mid Atlantic Region,BURLINGTON COUNTY INSTIT,31117,NJ0329001,0.076233000000000,2010.0000000,Y,1793320.0000000,2085810.0000000
10346,NJ0329005,0.000000000000000,1,NJ,34,New Jersey,0.144221473240000,02,Mid Atlantic Region,PINEVIEW TERRACE INCORPORATED,31138,NJ0329005,0.030956000000000,2010.0000000,Y,1800530.0000000,2085620.0000000
10347,NJ0329006,0.000000000000000,1,NJ,34,New Jersey,0.795989586190000,02,Mid Atlantic Region,NJ AMERICAN WATER - SUNBURY,31145,NJ0329006,0.077584000000000,2010.0000000,Y,1790590.0000000,2085760.0000000
10348,NJ0329008,0.000000000000000,1,NJ,34,New Jersey,0.025465197940000,02,Mid Atlantic Region,PINEFIELD APARTMENTS,31159,NJ0329008,0.007096000000000,2010.0000000,Y,1797590.0000000,2084920.0000000
10349,NJ0332001,0.000000000000000,1,NJ,34,New Jersey,0.121326580930000,02,Mid Atlantic Region,FAWN LAKE VILLAGE,31166,NJ0332001,0.016162000000000,2010.0000000,Y,1789970.0000000,2062960.0000000
10350,NJ0332002,0.000000000000000,1,NJ,34,New Jersey,0.105099899200000,02,Mid Atlantic Region,OAKVIEW LEISURE VILLAGE,31173,NJ0332002,0.013351000000000,2010.0000000,Y,1785170.0000000,2065340.0000000
10351,NJ0333002,0.000000000000000,1,NJ,34,New Jersey,0.355198502870000,02,Mid Atlantic Region,MOBILE ESTATES OF SOUTHA,31187,NJ0333002,0.036261000000000,2010.0000000,Y,1785550.0000000,2084620.0000000
10352,NJ0333003,0.000000000000000,1,NJ,34,New Jersey,0.065747456350000,02,Mid Atlantic Region,RICHARDS MOBILE HOME COU,0, ,0.000000000000000,0.0000000, ,1786850.0000000,2084220.0000000
10353,NJ0333004,0.000000000000000,1,NJ,34,New Jersey,0.573729685770000,02,Mid Atlantic Region,NJ AMERICAN WATER - VINCENTOWN,31194,NJ0333004,0.052006000000000,2010.0000000,Y,1785110.0000000,2080120.0000000
10354,NJ0335001,0.000000000000000,1,NJ,34,New Jersey,0.171540017210000,02,Mid Atlantic Region,"ALLENWOOD ESTATES, LLC",31201,NJ0335001,0.004126000000000,2010.0000000,Y,1785970.0000000,2071330.0000000
10355,NJ0340001,802.000000000000000,1,NJ,34,New Jersey,4.792460312880000,02,Mid Atlantic Region,WRIGHTSTOWN MUA,31222,NJ0340001,0.089008000000000,2010.0000000,Y,1792500.0000000,2091890.0000000
10356,NJ0340002,0.000000000000000,1,NJ,34,New Jersey,0.001268365470000,02,Mid Atlantic Region,MAPLEWOOD APARTMENTS,31229,NJ0340002,0.003397000000000,2010.0000000,Y,1797490.0000000,2096290.0000000
10357,NJ0404001,11583.000000000000000,1,NJ,34,New Jersey,8.046281292110001,02,Mid Atlantic Region,BELLMAWR WATER DEPT,31236,NJ0404001,0.664931000000000,2010.0000000,Y,1758210.0000000,2066120.0000000
10358,NJ0405001,7588.000000000000000,1,NJ,34,New Jersey,18.042201719299999,02,Mid Atlantic Region,BERLIN WATER DEPARTMENT,31243,NJ0405001,0.907321000000000,2010.0000000,Y,1773190.0000000,2061800.0000000
10359,NJ0407001,1955.000000000000000,1,NJ,34,New Jersey,1.370872934860000,02,Mid Atlantic Region,BROOKLAWN WATER DEPARTME,31250,NJ0407001,0.168044000000000,2010.0000000,Y,1755670.0000000,2067030.0000000
10360,NJ0408001,286631.000000000000000,38,NJ,34,New Jersey,197.925142563999998,02,Mid Atlantic Region,UNITED WATER CAMDEN,31257,NJ0408001,10.176898000000000,2010.0000000,Y,1768770.0000000,2074220.0000000
10361,NJ0411001,5000.000000000000000,1,NJ,34,New Jersey,5.052621998020000,02,Mid Atlantic Region,CLEMENTON WATER DEPARTMENT,31271,NJ0411001,0.567713000000000,2010.0000000,Y,1768710.0000000,2061470.0000000
10362,NJ0412001,13926.000000000000000,1,NJ,34,New Jersey,5.720337732080000,02,Mid Atlantic Region,COLLINGSWOOD WATER DEPAR,31278,NJ0412001,2.042025000000000,2010.0000000,Y,1758450.0000000,2071710.0000000
10363,NJ0414001,11456.000000000000000,1,NJ,34,New Jersey,7.154778309090000,02,Mid Atlantic Region,GLOUCESTER CITY W DEPT,31285,NJ0414001,0.888025000000000,2010.0000000,Y,1755620.0000000,2068670.0000000
10364,NJ0415002,8287.000000000000000,2,NJ,34,New Jersey,51.206012932699998,02,Mid Atlantic Region,AQUA NJ INC. - BLACKWOOD,31292,NJ0415002,3.963757000000000,2010.0000000,Y,1765390.0000000,2057390.0000000
10365,NJ0417001,11593.000000000000000,1,NJ,34,New Jersey,7.358546574050000,02,Mid Atlantic Region,HADDONFIELD WATER DEPART,31306,NJ0417001,1.028766000000000,2010.0000000,Y,1762510.0000000,2070480.0000000
10366,NJ0424001,3821.000000000000000,1,NJ,34,New Jersey,30.506216179300001,02,Mid Atlantic Region,MERCHANTVILLE PENNSAUKEN,31313,NJ0424001,6.012776000000000,2010.0000000,Y,1758780.0000000,2077450.0000000
10367,NJ0428002,10233.000000000000000,1,NJ,34,New Jersey,10.249736345800001,02,Mid Atlantic Region,PINE HILL BOROUGH MUA,31320,NJ0428002,0.734071000000000,2010.0000000,Y,1768960.0000000,2059530.0000000
10368,NJ0435003,0.000000000000000,1,NJ,34,New Jersey,5.857630127750000,02,Mid Atlantic Region,WATERFORD TOWNSHIP WATER DEPT.,0, ,0.000000000000000,0.0000000, ,1776920.0000000,2059500.0000000
10369,NJ0435324,0.000000000000000,1,NJ,34,New Jersey,0.041560285930000,02,Mid Atlantic Region,PARKWOODS CARE,0, ,0.000000000000000,0.0000000, ,1778680.0000000,2060800.0000000
10370,NJ0436002,0.000000000000000,1,NJ,34,New Jersey,0.070459972450000,02,Mid Atlantic Region,ELMTOWNE VILLAGE  ASSOC SYS 1,31334,NJ0436002,0.014705000000000,2010.0000000,Y,1783710.0000000,2051250.0000000
10371,NJ0436008,0.000000000000000,1,NJ,34,New Jersey,0.216613407440000,02,Mid Atlantic Region,WINSLOW TWP DMU,0, ,0.000000000000000,0.0000000, ,1783690.0000000,2050960.0000000
10372,NJ0436009,0.000000000000000,1,NJ,34,New Jersey,0.038258287650000,02,Mid Atlantic Region,ELMTOWNE VILLAGE ASSOC. SYS 2,31362,NJ0436009,0.000688000000000,2010.0000000,Y,1783550.0000000,2051160.0000000
10373,NJ0436010,0.000000000000000,1,NJ,34,New Jersey,0.025273271860000,02,Mid Atlantic Region,WINSLOW COURT HOMES INC,0, ,0.000000000000000,0.0000000, ,1772880.0000000,2053470.0000000
10374,NJ0501001,1334.000000000000000,1,NJ,34,New Jersey,12.970280784900000,02,Mid Atlantic Region,AVALON WATER AND SEWERAGE UTILITIES,31369,NJ0501001,1.217043000000000,2010.0000000,Y,1807040.0000000,1988110.0000000
10375,NJ0502001,31210.000000000000000,13,NJ,34,New Jersey,64.496046219299998,02,Mid Atlantic Region,CAPE MAY WATER & SEWER U,31376,NJ0502001,1.550863000000000,2010.0000000,Y,1797360.0000000,1974970.0000000
10376,NJ0504306,0.000000000000000,1,NJ,34,New Jersey,0.130577221240000,02,Mid Atlantic Region,OCEANVIEW CTR FOR REHAB AND CONTINUING C,0, ,0.000000000000000,0.0000000, ,1805520.0000000,1999250.0000000
10377,NJ0505003,0.000000000000000,1,NJ,34,New Jersey,0.065161646990000,02,Mid Atlantic Region,CAPE MAY MOBILE ESTATES,0, ,0.000000000000000,0.0000000, ,1795280.0000000,1971210.0000000
10378,NJ0506001,0.000000000000000,1,NJ,34,New Jersey,0.035822790730000,02,Mid Atlantic Region,DELSEA WOODS COMMUNITY LLC,31390,NJ0506001,0.020656000000000,2010.0000000,Y,1794020.0000000,1982220.0000000
10379,NJ0506010,5338.000000000000000,1,NJ,34,New Jersey,30.317102637100000,02,Mid Atlantic Region,NJ AMERICAN WATER - CAPE MAY COURT HOUSE,31411,NJ0506010,0.716619000000000,2010.0000000,Y,1800340.0000000,1986000.0000000
10380,NJ0508001,11701.000000000000000,1,NJ,34,New Jersey,30.841774112400000,02,Mid Atlantic Region,NJ AMERICAN WATER - OCEAN CITY,31425,NJ0508001,0.573790000000000,2000.0000000,Y,1812960.0000000,2009310.0000000
10381,NJ0509001,2114.000000000000000,1,NJ,34,New Jersey,7.316503399950000,02,Mid Atlantic Region,SEA ISLE CITY WATER DEPARTMENT,31433,NJ0509001,0.778337000000000,2010.0000000,Y,1808820.0000000,1995500.0000000
10382,NJ0510001,866.000000000000000,1,NJ,34,New Jersey,5.640098035910000,02,Mid Atlantic Region,STONE HARBOR WATER DEPT,31440,NJ0510001,0.601825000000000,2010.0000000,Y,1805510.0000000,1982230.0000000
